1482144219611536,IMU_,2.39476
1482144219723088,IMU_,-1.97204
1482144219807657,IMU_,-1.62392
1482144219891976,IMU_,-1.44985
1482144219971557,IMU_,-1.10242
1482144220051779,IMU_,-0.928706
1482144220130720,IMU_,0.159071
1482144220210602,IMU_,0.702959
1482144220289880,IMU_,1.59478
1482144220369847,IMU_,2.04069
1482144220783223,IMU_,0.824117
1482144221308054,IMU_,0.215832
1482144221636504,IMU_,1.78301
1482144221830377,IMU_,2.56659
1482144221968450,IMU_,2.58594
1482144222061690,IMU_,2.59561
1482144222203135,IMU_,-0.333465
1482144222318359,IMU_,-1.798
1482144222405800,IMU_,-1.76795
1482144222493786,IMU_,-1.75293
1482144222580629,IMU_,-0.589645
1482144222668863,IMU_,-0.00800355
1482144222755301,IMU_,-2.22211
1482144222843090,IMU_,-3.32916
1482144222929771,IMU_,0.117016
1482144223017680,IMU_,1.84011
1482144223103875,IMU_,0.362078
1482144223192133,IMU_,-0.376936
1482144223278703,IMU_,0.279684
1482144223366029,IMU_,0.607994
1482144223511249,IMU_,-2.33935
1482144223624420,IMU_,-3.81302
1482144223735383,IMU_,-0.621928
1482144223847794,IMU_,0.973616
1482144224043755,IMU_,-1.22804
1482144224161659,IMU_,-2.32887
1482144224258530,IMU_,-1.75113
1482144224355912,IMU_,-1.46226
1482144224449395,IMU_,-1.73151
1482144224545101,IMU_,-1.86613
1482144224639245,IMU_,-1.74919
1482144224744313,IMU_,-1.69072
1482144224838695,IMU_,-1.46197
1482144224934048,IMU_,-1.34759
1482144225027785,IMU_,-1.24808
1482144225128795,IMU_,-1.19833
1482144225216876,IMU_,0.660148
1482144225305743,IMU_,1.58939
1482144225393423,IMU_,3.82457
1482144225482825,IMU_,4.94217
1482144225595674,IMU_,2.40986
1482144225723831,IMU_,1.1437
1482144225850322,IMU_,2.00623
1482144225974971,IMU_,2.43749
1482144226097167,IMU_,1.62499
1482144226217936,IMU_,1.21874
1482144226335377,IMU_,1.91738
1482144226455891,IMU_,2.2667
1482144226591800,IMU_,1.03952
1482144226720409,IMU_,0.425934
1482144226861187,IMU_,-2.36898
1482144226989127,IMU_,-3.76644
1482144227115385,IMU_,-3.02687
1482144227237241,IMU_,-2.65709
1482144227363893,IMU_,-0.576647
1482144227491359,IMU_,0.463573
1482144227620983,IMU_,0.793485
1482144227790159,IMU_,0.95844
1482144227915487,IMU_,0.823612
1482144228392872,IMU_,0.756198
1482144228480341,IMU_,-0.759325
1482144228563916,IMU_,-1.51709
1482144228645400,IMU_,-0.116405
1482144228727545,IMU_,0.583935
1482144228808038,IMU_,0.551588
1482144228954658,IMU_,0.535415
1482144229064575,IMU_,1.07554
1482144229144781,IMU_,1.3456
1482144229221658,IMU_,2.25161
1482144229298938,IMU_,2.70462
1482144229375281,IMU_,1.8049
1482144229453077,IMU_,1.35503
1482144229622170,IMU_,-0.203178
1482144229729230,IMU_,-0.982284
1482144229807717,IMU_,0.0160721
1482144229886091,IMU_,0.51525
1482144229963325,IMU_,-1.20255
1482144230051345,IMU_,-2.06145
1482144230368518,IMU_,1.18475
1482144230509429,IMU_,2.80785
1482144230631158,IMU_,-0.186231
1482144230734654,IMU_,-1.68327
1482144230814860,IMU_,0.948178
1482144230895219,IMU_,2.2639
1482144230975076,IMU_,1.03132
1482144231054494,IMU_,0.415036
1482144231132975,IMU_,-1.51481
1482144231213702,IMU_,-2.47973
1482144231292735,IMU_,1.28715
1482144231400015,IMU_,3.17058
1482144219658017,Lidar_,47.1381
1482144219749002,Lidar_,48.3156
1482144219831239,Lidar_,48.9972
1482144219914335,Lidar_,49.3381
1482144219994209,Lidar_,49.9393
1482144220073810,Lidar_,50.2399
1482144220153288,Lidar_,50.0285
1482144220232848,Lidar_,49.9228
1482144220312332,Lidar_,49.1479
1482144220391579,Lidar_,48.7604
1482144221081000,Lidar_,50.3719
1482144221422841,Lidar_,51.1777
1482144221708788,Lidar_,50.6555
1482144221895190,Lidar_,50.3944
1482144221996620,Lidar_,50.2619
1482144222118166,Lidar_,50.1957
1482144222245916,Lidar_,49.1874
1482144222342565,Lidar_,48.6832
1482144222430290,Lidar_,51.9693
1482144222517817,Lidar_,53.6123
1482144222605446,Lidar_,52.0264
1482144222692657,Lidar_,51.2335
1482144222779815,Lidar_,49.168
1482144222867053,Lidar_,48.1353
1482144222954317,Lidar_,48.0648
1482144223041533,Lidar_,48.0295
1482144223128703,Lidar_,48.7087
1482144223216141,Lidar_,49.0483
1482144223302993,Lidar_,49.8149
1482144223390215,Lidar_,50.1982
1482144223543892,Lidar_,51.8035
1482144223655521,Lidar_,52.6061
1482144223766660,Lidar_,50.9689
1482144223899547,Lidar_,50.1503
1482144224075891,Lidar_,50.0381
1482144224188768,Lidar_,49.982
1482144224287353,Lidar_,50.6962
1482144224381906,Lidar_,51.0533
1482144224476255,Lidar_,52.9818
1482144224571306,Lidar_,53.9461
1482144224666136,Lidar_,51.2014
1482144224770825,Lidar_,49.829
1482144224865679,Lidar_,50.104
1482144224960120,Lidar_,50.2415
1482144225054200,Lidar_,50.6227
1482144225153617,Lidar_,50.8133
1482144225241735,Lidar_,49.0895
1482144225330117,Lidar_,48.2276
1482144225418931,Lidar_,51.5454
1482144225507090,Lidar_,53.2043
1482144225639119,Lidar_,50.8371
1482144225763867,Lidar_,49.6535
1482144225890886,Lidar_,50.6669
1482144226014642,Lidar_,51.1737
1482144226137131,Lidar_,51.9274
1482144226254962,Lidar_,52.3042
1482144226375245,Lidar_,49.736
1482144226499882,Lidar_,48.452
1482144226632983,Lidar_,50.3093
1482144226767083,Lidar_,51.2379
1482144226902840,Lidar_,51.4931
1482144227032349,Lidar_,51.6207
1482144227154885,Lidar_,50.5732
1482144227277070,Lidar_,50.0494
1482144227406417,Lidar_,49.2393
1482144227539380,Lidar_,48.8342
1482144227698331,Lidar_,50.4294
1482144227830099,Lidar_,51.227
1482144228270245,Lidar_,50.5496
1482144228420665,Lidar_,50.2109
1482144228504713,Lidar_,50.0652
1482144228587195,Lidar_,49.9924
1482144228668958,Lidar_,50.5114
1482144228750467,Lidar_,50.7709
1482144228830907,Lidar_,51.1172
1482144229005611,Lidar_,51.2903
1482144229088470,Lidar_,49.9291
1482144229166291,Lidar_,49.2485
1482144229243400,Lidar_,49.5962
1482144229320029,Lidar_,49.7701
1482144229397220,Lidar_,50.3576
1482144229474277,Lidar_,50.6513
1482144229670070,Lidar_,50.4804
1482144229751869,Lidar_,50.3949
1482144229830126,Lidar_,50.406
1482144229907707,Lidar_,50.4116
1482144229985258,Lidar_,50.1878
1482144230203152,Lidar_,50.0759
1482144230420217,Lidar_,48.3646
1482144230545667,Lidar_,47.509
1482144230670738,Lidar_,48.8874
1482144230757394,Lidar_,49.5766
1482144230837342,Lidar_,51.1231
1482144230917419,Lidar_,51.8964
1482144230997439,Lidar_,49.3299
1482144231076340,Lidar_,48.0466
1482144231155502,Lidar_,47.8744
1482144231235749,Lidar_,47.7883
1482144231315161,Lidar_,48.4079
1482144231444386,Lidar_,48.7177
